"","sign_ups","serves","servers","average_wait_time","average_serve_time","day","avgDayServeTime","loadInflux","daysAfterPrevAssnDue","daysUntilNextAssnDue","daysTilExam","weekNum","hourOfDay","monday","tuesday","wednesday","thursday","friday","saturday","sunday","morning","noon","afternoon","evening","L10daysAfterPrevAssnDue","L5daysAfterPrevAssnDue","L3daysAfterPrevAssnDue","L1daysAfterPrevAssnDue","L10daysUntilNextAssnDue","L5daysUntilNextAssnDue","L3daysUntilNextAssnDue","L1daysUntilNextAssnDue","L10daysTilExam","L5daysTilExam","L3daysTilExam","L1daysTilExam","NumStudents","InstructorRating","AvgHrsSpent","ProportionFrosh","ProportionGrads","ProportionPhDs","index"
"Oct 1, 2018  6:00 PM",11,8,1,23,3,1,6.5,71.5,-1,2,31,2,18,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,116,4.5,16.6,0.08,0.18,0.02,186
"Oct 1, 2018  7:00 PM",8,7,1,23,8,1,6.5,52,-1,2,31,2,19,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,116,4.5,16.6,0.08,0.18,0.02,187
"Oct 1, 2018  8:00 PM",8,6,1,27,8,1,6.5,52,-1,2,31,2,20,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,116,4.5,16.6,0.08,0.18,0.02,188
"Oct 1, 2018  9:00 PM",3,6,1,36,7,1,6.5,19.5,-1,2,31,2,21,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,116,4.5,16.6,0.08,0.18,0.02,189
"Oct 2, 2018  9:00 AM",0,0,0,0,0,2,12.25,0,-1,1,30,2,9,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,116,4.5,16.6,0.08,0.18,0.02,201
"Oct 2, 2018 10:00 AM",0,0,0,0,0,2,12.25,0,-1,1,30,2,10,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,116,4.5,16.6,0.08,0.18,0.02,202
"Oct 2, 2018 11:00 AM",0,0,0,0,0,2,12.25,0,-1,1,30,2,11,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,116,4.5,16.6,0.08,0.18,0.02,203
"Oct 2, 2018 12:00 PM",0,0,0,0,0,2,12.25,0,-1,1,30,2,12,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,116,4.5,16.6,0.08,0.18,0.02,204
"Oct 2, 2018  1:00 PM",0,0,0,0,0,2,12.25,0,-1,1,30,2,13,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,116,4.5,16.6,0.08,0.18,0.02,205
"Oct 2, 2018  2:00 PM",0,0,0,0,0,2,12.25,0,-1,1,30,2,14,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,116,4.5,16.6,0.08,0.18,0.02,206
"Oct 2, 2018  3:00 PM",0,0,0,0,0,2,12.25,0,-1,1,30,2,15,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,116,4.5,16.6,0.08,0.18,0.02,207
"Oct 2, 2018  4:00 PM",0,0,0,0,0,2,12.25,0,-1,1,30,2,16,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,116,4.5,16.6,0.08,0.18,0.02,208
"Oct 2, 2018  5:00 PM",0,0,0,0,0,2,12.25,0,-1,1,30,2,17,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,116,4.5,16.6,0.08,0.18,0.02,209
"Oct 2, 2018  6:00 PM",5,3,1,23,6,2,12.25,61.25,-1,1,30,2,18,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,116,4.5,16.6,0.08,0.18,0.02,210
"Oct 2, 2018  7:00 PM",1,1,2,9,26,2,12.25,12.25,-1,1,30,2,19,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,116,4.5,16.6,0.08,0.18,0.02,211
"Oct 2, 2018  8:00 PM",3,5,1,6,5,2,12.25,36.75,-1,1,30,2,20,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,116,4.5,16.6,0.08,0.18,0.02,212
"Oct 2, 2018  9:00 PM",3,2,1,7,12,2,12.25,36.75,-1,1,30,2,21,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,116,4.5,16.6,0.08,0.18,0.02,213
"Oct 3, 2018  9:00 AM",0,0,0,0,0,3,7.75,0,-1,0,29,2,9,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,116,4.5,16.6,0.08,0.18,0.02,225
"Oct 3, 2018 10:00 AM",0,0,0,0,0,3,7.75,0,-1,0,29,2,10,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,116,4.5,16.6,0.08,0.18,0.02,226
"Oct 3, 2018 11:00 AM",0,0,0,0,0,3,7.75,0,-1,0,29,2,11,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,116,4.5,16.6,0.08,0.18,0.02,227
"Oct 3, 2018 12:00 PM",0,0,0,0,0,3,7.75,0,-1,0,29,2,12,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,116,4.5,16.6,0.08,0.18,0.02,228
"Oct 3, 2018  1:00 PM",0,0,0,0,0,3,7.75,0,-1,0,29,2,13,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,116,4.5,16.6,0.08,0.18,0.02,229
"Oct 3, 2018  2:00 PM",0,0,0,0,0,3,7.75,0,-1,0,29,2,14,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,116,4.5,16.6,0.08,0.18,0.02,230
"Oct 3, 2018  3:00 PM",0,0,0,0,0,3,7.75,0,-1,0,29,2,15,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,116,4.5,16.6,0.08,0.18,0.02,231
"Oct 3, 2018  4:00 PM",0,0,0,0,0,3,7.75,0,-1,0,29,2,16,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,116,4.5,16.6,0.08,0.18,0.02,232
"Oct 3, 2018  5:00 PM",0,0,0,0,0,3,7.75,0,-1,0,29,2,17,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,116,4.5,16.6,0.08,0.18,0.02,233
"Oct 3, 2018  6:00 PM",3,0,0,36,0,3,7.75,23.25,-1,0,29,2,18,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,116,4.5,16.6,0.08,0.18,0.02,234
"Oct 3, 2018  7:00 PM",6,2,1,46,9,3,7.75,46.5,-1,0,29,2,19,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,116,4.5,16.6,0.08,0.18,0.02,235
"Oct 3, 2018  8:00 PM",3,7,2,13,8,3,7.75,23.25,-1,0,29,2,20,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,116,4.5,16.6,0.08,0.18,0.02,236
"Oct 3, 2018  9:00 PM",5,5,2,16,13,3,7.75,38.75,-1,0,29,2,21,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,116,4.5,16.6,0.08,0.18,0.02,237
"Oct 4, 2018  9:00 AM",0,0,0,0,0,4,5,0,1,6,28,2,9,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,116,4.5,16.6,0.08,0.18,0.02,249
"Oct 4, 2018 10:00 AM",0,0,0,0,0,4,5,0,1,6,28,2,10,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,116,4.5,16.6,0.08,0.18,0.02,250
"Oct 4, 2018 11:00 AM",0,0,0,0,0,4,5,0,1,6,28,2,11,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,116,4.5,16.6,0.08,0.18,0.02,251
